,CountryCode,Year,NCD_BMI_30A,NCD_DIABETES_PREVALENCE_CRUDE,NCD_GLUC_03,NCD_PAA,SI_POV_DAY1,WHS5_512,WHOSIS_000001,WSH_SANITATION_BASIC,PHE_HHAIR_PROP_POP_POLLUTING_FUELS
1321,CIV,2013.0,8.4225215,6.7166328,4.9,21.368702,,81.0,59.30998362,29.89462,77.6
1322,SUR,2021.0,28.334352,20.171633,,48.246716,,,69.78412349,89.96224,4.9
1323,NRU,2007.0,66.347569,23.245153,27.4,41.163025,,,,65.68599,0.0
1324,VNM,2018.0,1.4426946,8.0831878,,27.181295,,,73.56096825,84.76794,8.3
1325,BDI,2021.0,4.7356773,6.7272246,,14.268605,,,64.00694993,45.70933,99.9
1326,BHS,2006.0,34.612805,13.942386,10.7,37.637062,,,72.66353382,90.727,0.0
1327,BRN,2021.0,30.848059,17.827089,,32.205318,,,76.92260844,98.26419,0.0
1328,NGA,2005.0,6.5062784,5.6052987,3.6,20.844318,,,56.9174905,30.76891,99.1
1329,VEN,2011.0,22.589523,10.236426,8.4,41.293308,,,74.58939214,92.39737,3.3
1330,KGZ,2016.0,22.747478,9.5361069,,18.621122,1.4,,72.67043609,97.43364,23.4
1331,BDI,2022.0,5.0219052,6.9304548,,14.274113,,,,45.69068,99.8
1332,WB_LMI,2009.0,7.3286884,11.767711,6.9,27.652788,,,66.22674258,,
1333,GUY,2020.0,26.978832,20.085156,,34.168694,,,66.93943966,89.76243,0.0
1334,TKL,2015.0,66.500944,33.943543,,,,,,,68.5
1335,ARG,1993.0,14.229524,6.763339,7.9,,,,,,9.1
1336,SSD,2007.0,4.1987795,5.6979485,,17.828081,,,57.0352965,,99.9
1337,KOR,2014.0,4.5505654,10.830276,9.5,45.51384,,,82.15999534,99.91606,0.0
1338,GRL,1998.0,16.904745,4.8983678,,,,,,,
1339,GNQ,2020.0,16.725744,11.319606,,19.699816,,,61.15866176,,77.0
1340,BLZ,1992.0,19.051929,6.3220762,5.9,,,,,,32.3
1341,WB_HI,2015.0,23.36897,10.648151,,31.952343,,,80.39036377,,
1342,KWT,2005.0,38.548997,15.145347,12.4,60.801674,,,78.37752584,100.0,0.0
1343,POL,2012.0,22.209713,9.1128185,9.1,29.637709,0.0,,76.63330274,95.635,0.0
1344,CAF,2014.0,6.4257219,14.71131,5.7,17.023981,,,49.17728884,16.34208,99.4
1345,BDI,2017.0,3.7859172,6.0639925,,14.418491,,,63.68241574,45.8212,99.8
1346,BMU,2022.0,32.989845,26.689592,,,,,,,
1347,EUR,2016.0,21.226043,9.7203694,,24.779308,,,77.3506962,96.16184,2.63
1348,CHN,1998.0,1.9943494,5.3823259,5.2,,,,,,61.7
1349,AUS,1997.0,17.470221,4.6757914,6.3,,,,,,0.0
1350,BHR,2020.0,35.317495,16.574344,,37.943645,,,74.85398109,100.0,0.0
1351,HUN,2011.0,24.605268,11.351557,9.5,23.117172,0.0,,74.90161819,98.00476,0.0
1352,PRY,2010.0,23.409918,8.9457139,6.2,28.414854,5.5,,74.73073675,82.16544,42.6
1353,ETH,2017.0,2.0257449,4.9156375,,10.032859,,,68.0726745,8.04716,94.8
1354,BGR,2002.0,14.426646,8.1490614,8.1,21.057371,,,72.11466914,85.84626,
1355,SGP,1997.0,4.412977,10.664997,8.1,,,,,,0.0
1356,SWE,2006.0,13.960637,5.7270292,6.8,22.920067,0.2,,80.63113222,99.11413,0.0
1357,JAM,2006.0,21.826486,11.804833,9.0,30.815819,,,74.44972953,83.75696,17.3
1358,HUN,2008.0,22.819811,10.355911,9.1,21.610374,0.0,,74.0004346,98.01629,0.0
1359,COK,2000.0,54.426014,25.423792,19.9,57.513344,,,,81.80937,20.3
1360,WB_LI,2014.0,6.8588406,7.3831953,4.8,17.148176,,,62.16568407,,
1361,ZAF,2013.0,28.839436,12.305821,9.6,47.477337,,12.0,62.08498269,70.65182,18.2
1362,CHN,2018.0,6.4929411,10.712329,,22.781689,,,77.14021145,89.69422,20.5
1363,DZA,2009.0,17.359763,11.736516,8.8,25.544054,,,75.06025654,86.75949,0.8
1364,LSO,2014.0,16.751482,5.0558381,6.0,8.9052458,,,48.68389714,38.64773,62.5
1365,ARE,2013.0,31.897157,20.569362,7.4,59.316189,,,80.56393138,99.11488,0.0
1366,DMA,2012.0,24.540721,21.326494,10.8,24.92277,,,,79.11074,11.4
1367,BRN,1994.0,9.9218957,7.5969033,5.7,,,,,,0.0
1368,WB_LMI,2017.0,10.005832,15.099287,,34.082043,,,69.02369556,,
1369,MKD,2007.0,19.939414,7.8048564,7.5,22.822165,,,73.65892824,90.3526,35.4
1370,BEL,2012.0,17.820251,6.6660754,6.4,34.848465,0.2,,80.07118579,99.48614,0.0
1371,JPN,2003.0,2.8729634,8.3256252,9.0,31.442621,,,82.14025197,99.99367,0.0
1372,CHN,2014.0,5.0767515,8.8807493,9.4,21.863739,1.4,,76.19910536,82.99848,31.0
1373,WPR,1997.0,2.279104,5.5637442,5.3,,,,,,56.15
1374,MRT,2015.0,17.872998,7.8745522,,45.53117,,,69.45426817,41.62832,55.6
1375,NZL,2016.0,31.023669,9.5384546,,19.507259,,,81.73038595,100.0,0.0
1376,PRK,1999.0,3.3443596,6.6224717,5.0,,,,,,98.8
1377,WB_LI,1998.0,3.2374009,6.0469586,3.3,,,,,,
1378,GTM,1992.0,8.4443755,7.034304,4.6,,,,,,53.5
1379,MLI,1998.0,2.9797107,4.2319529,3.4,,,,,,99.4
1380,COM,2020.0,14.981674,4.986202,,16.212666,,,68.30703432,,91.7
1381,SVK,2011.0,20.24972,7.6402292,8.0,24.637552,0.5,,75.93326104,98.10826,0.0
1382,GLOBAL,2008.0,10.962038,9.3355305,7.3,25.674507,18.2,,69.70064415,64.6681,44.919657841
1383,GRC,1994.0,16.109489,7.5550936,7.3,,,,,,0.0
1384,GNB,1998.0,3.5244223,5.2704342,3.4,,,,,,98.5
1385,PRY,1990.0,12.075013,5.0387375,3.4,,,,,,57.2
1386,LTU,1995.0,19.66839,7.0967287,8.2,,,,,,0.0
1387,ROU,1997.0,10.136991,3.7896905,6.2,,,,,,0.0
1388,COL,2021.0,23.055375,12.226179,,34.019978,,,74.53297363,93.87268,8.6
1389,QAT,2008.0,32.709467,13.92681,11.8,47.967377,,,72.36968987,99.93655,0.0
1390,GIN,1994.0,1.6548621,4.6196088,2.8,,,,,,99.5
1391,COD,2005.0,3.159561,6.424313,3.3,17.49424,,,54.94182979,21.50795,98.0
1392,AFR,2003.0,6.737228,6.1556261,4.0,21.082308,,,54.27104176,26.31865,86.22
1393,PAN,2018.0,32.253331,8.6015165,,53.610672,,,78.651343,82.19061,0.0
1394,ISL,1999.0,13.883387,4.3650076,6.9,,,,,,0.0
1395,LBN,2011.0,25.807884,14.957717,11.6,47.086533,0.0,,77.97377185,88.70633,
1396,WPR,2019.0,7.174059,11.190009,,26.409016,,,77.48911331,90.84703,18.63
1397,BHS,2005.0,33.673072,13.450179,10.5,37.625198,,,72.65880067,90.20266,0.0
1398,LUX,2019.0,18.277541,7.380642,,15.402961,,,82.80168339,97.59426,0.0
1399,ROU,2021.0,32.745406,16.38393,,35.741531,,,72.76430945,88.25226,0.0
1400,ITA,2009.0,15.696232,8.7257773,7.9,42.638977,1.0,,81.5215304,99.88573,0.0
1401,FJI,2021.0,33.201423,22.415824,,15.717794,,,65.50058445,93.33286,49.0
1402,KAZ,2001.0,13.959956,7.3918909,8.5,18.056923,10.3,,64.70931637,96.80273,14.7
1403,MWI,2012.0,4.4976622,4.1913595,4.1,6.2456956,,,59.42059707,27.4226,97.7
1404,IND,2000.0,1.8027535,11.407722,5.9,22.278593,,,63.19893734,14.08576,77.3
1405,COD,1998.0,2.0534135,5.914022,2.8,,,,,,99.2
1406,MUS,1997.0,11.380409,14.377482,9.4,,,,,,10.8
1407,TON,1990.0,47.384197,12.953959,10.2,,,,,,85.7
1408,AFG,2010.0,8.9501388,13.348567,7.6,26.389519,,,59.00377167,35.47747,80.2
1409,CRI,2000.0,17.261268,7.5781606,5.8,41.768394,6.5,,78.16621895,93.68806,11.1
1410,AUT,1995.0,10.593805,5.5955511,5.1,,,,,,0.0
1411,CHE,2014.0,11.79871,5.4699339,5.6,21.873554,0.0,,82.84919576,99.89259,0.0
1412,GEO,2006.0,22.699471,11.333115,10.9,17.22377,10.5,,72.02382849,88.43711,43.7
1413,HND,1996.0,12.065518,4.7427583,4.2,,,,,,76.3
1414,BRB,2003.0,24.299389,17.531879,10.4,36.016895,,,74.55086448,90.35388,0.0
1415,KAZ,2006.0,14.892033,7.7824377,9.4,19.872578,0.6,,65.42456634,97.11996,10.8
1416,LCA,2002.0,18.700944,10.23837,7.7,24.162508,,,73.50932526,85.00259,11.9
1417,CAN,1996.0,17.752779,7.7148482,5.8,,,,,,0.0
1418,PER,1996.0,10.619524,2.8914331,5.1,,,,,,75.7
1419,EUR,2007.0,19.139735,8.0058828,7.9,25.254509,,,74.51560779,94.31633,3.35
1420,OMN,2016.0,27.111796,15.06404,,37.763863,,,73.72044163,99.3193,0.0
1421,URY,1994.0,14.249639,9.187936,8.9,,,,,,0.0
1422,BRA,2015.0,21.612762,10.203222,,37.187439,3.4,,74.711289,86.03796,4.3
1423,ARG,2006.0,21.980514,8.9150116,9.0,34.777142,3.3,,75.5327089,90.46379,1.7
1424,ISR,1999.0,18.124777,9.0052851,6.6,,,,,,0.0
1425,EMR,2022.0,28.636786,20.382753,,40.325844,,,,82.34675,26.71
1426,SSD,1998.0,2.5467396,5.1221531,,,,,,,99.5
1427,WB_HI,2002.0,17.949091,8.1998177,7.5,30.615074,,,77.91958141,,
1428,HUN,2010.0,24.020253,10.951712,9.4,22.610174,0.0,,74.5619878,98.0084,0.0
1429,GHA,2011.0,10.021187,5.0228029,4.5,19.117264,,,62.58287212,16.04046,83.7
1430,KIR,2022.0,46.303168,17.015536,,31.895262,,,,45.18205,85.4
1431,LBY,1996.0,21.552396,11.45973,7.9,,,,,,
1432,COK,2018.0,66.410071,31.711504,,30.203735,,,,85.43983,22.5
1433,OMN,1997.0,16.546956,11.479558,6.1,,,,,,0.0
1434,GLOBAL,2010.0,11.539098,9.855178,7.7,26.371929,15.7,,70.49808463,67.0905,42.837938461
1435,SAU,2011.0,34.410015,16.600344,12.7,55.311085,,,76.13164239,95.25854,0.0
1436,LTU,1990.0,20.181821,6.3191213,8.1,,,,,,0.0
1437,COM,2009.0,9.3782581,4.0457126,5.0,12.011507,,,65.01480079,34.07573,97.3
1438,GRL,1991.0,13.779965,3.5855394,,,,,,,
1439,SVK,1993.0,13.339344,5.7282582,6.1,,,,,,0.0
1440,RUS,2017.0,23.227727,9.0966769,,15.991579,,,72.49941608,88.24222,0.0
1441,BEL,2002.0,15.320407,5.1476464,6.5,45.13155,,,78.01455674,99.48497,0.0
1442,LVA,1998.0,16.786568,6.3658841,8.1,,,,,,0.0
1443,ARG,1990.0,12.715301,6.1913289,7.7,,,,,,12.3
1444,JAM,1998.0,15.430613,7.8635603,6.7,,,,,,30.1
1445,OMN,2014.0,25.897697,14.22191,7.5,36.968597,,,73.9416621,99.04546,0.0
1446,BRB,1990.0,15.748332,10.846281,6.9,,,,,,0.0
1447,IRL,1998.0,17.92869,4.7815751,5.7,,,,,,0.0
1448,AUT,2017.0,14.640945,7.2463207,,22.42528,,,81.38857295,99.97291,0.0
1449,LCA,2019.0,31.118044,18.68602,,21.22628,,,76.11613744,83.37232,6.0
1450,DOM,2011.0,21.637838,10.82782,8.6,32.047256,2.9,,74.02906414,83.07167,12.4
1451,SGP,2002.0,5.0396614,10.498714,8.5,24.696356,,,79.33785577,100.0,0.0
1452,IND,1993.0,1.0153112,9.7966857,4.9,,,,,,85.8
1453,KGZ,1998.0,11.775234,6.7057572,5.3,,,,,,50.3
1454,WPR,2005.0,3.348265,6.6659555,6.8,21.964552,,,73.33346567,69.48369,47.49
1455,PSE,2021.0,37.277558,14.66862,,30.267235,,,73.49178033,99.09744,
1456,WB_LI,2010.0,6.0337808,7.0423961,4.4,17.675848,,,60.71751447,,
1457,LBN,1997.0,18.287371,10.466965,7.3,,,,,,
1458,ATG,2009.0,24.898267,15.252794,9.8,33.148777,,,75.51285045,97.33826,0.0
1459,FRA,2019.0,10.264336,4.8911493,,25.221416,,,82.52902201,98.64841,0.0
1460,TLS,1990.0,0.28144238,3.0069875,2.2,,,,,,99.8
1461,TGO,1990.0,1.460087,3.6074642,2.6,,,,,,100.0
1462,MDG,2022.0,4.2625114,7.1920589,,13.590646,,,,14.75429,98.5
1463,SLV,2011.0,24.681477,10.363767,8.4,34.546177,4.5,,74.57443118,84.12801,21.5
1464,MEX,2008.0,26.643476,16.66503,9.1,24.270678,4.1,,75.08739804,83.59736,15.0
1465,AGO,2009.0,7.8113981,12.233894,4.8,19.7547,,,57.07394875,39.79427,55.9
1466,PSE,1992.0,21.707176,8.7591626,,,,,,,
1467,NLD,2019.0,14.249215,8.6297803,,10.524796,,,82.33882776,97.69441,0.0
1468,KOR,2011.0,3.9070092,9.9051617,8.7,41.160194,,,80.95337202,99.95329,0.0
1469,PRY,2019.0,30.369297,11.869994,,33.992325,,,75.07903551,91.71567,31.2
1470,SEN,2009.0,7.0597291,6.2433008,4.7,19.023144,,,65.11616175,46.39602,65.5
1471,GHA,2009.0,9.5250033,4.6782203,4.4,18.866209,,,61.52802106,13.95733,86.0
1472,PAK,2020.0,20.715451,24.122606,,43.786552,,,65.84948383,67.11104,50.5
1473,USA,1995.0,22.777116,8.2874142,6.4,,,,,,0.0
1474,TTO,2016.0,25.94943,26.652846,,42.277981,,,73.83467512,93.68607,0.0
1475,WB_LI,2021.0,9.1912955,8.5288726,,16.991837,,,63.66755209,,
1476,NAM,1995.0,7.7465869,5.8695398,3.2,,,,,,68.8
1477,LTU,2016.0,23.899813,12.519041,,21.171276,,,74.70145984,92.21838,0.0
1478,FRA,2012.0,11.733142,6.0082279,7.8,30.528387,0.0,,81.57752501,98.65394,0.0
1479,SDN,2015.0,12.845907,9.438321,,19.634706,,,68.32706556,35.06824,51.6
1480,MLI,2004.0,4.9858559,4.2938311,3.8,35.951908,,,55.6927022,20.74647,99.2
1481,GLOBAL,1990.0,6.59688,6.0654715,4.9,,,,,,56.640521224
1482,CRI,2017.0,28.097221,20.489159,,47.961517,1.0,,80.19506162,97.47361,4.9
1483,ZWE,2020.0,13.227327,9.3985803,,17.651917,,,59.40476255,35.19236,69.7
1484,SWE,2014.0,14.700232,6.3606359,6.9,14.544574,0.5,,81.92750078,98.98386,0.0
1485,WB_LI,1999.0,3.4244005,6.1558127,3.4,,,,,,
1486,NPL,1997.0,0.92094652,7.0124127,5.2,,,,,,97.9
1487,LCA,2022.0,33.465132,20.364957,,20.949776,,,,83.35799,7.3
1488,MKD,2022.0,27.538985,14.726099,,26.103821,,,,98.98181,19.45
1489,MDA,2021.0,22.979851,11.436963,,10.931521,,,69.55780877,84.38853,1.9
1490,JPN,2004.0,2.9748166,8.3122596,9.1,32.02277,,,82.37003875,99.99072,0.0
1491,NIU,2006.0,58.091503,27.946034,21.2,13.796799,,,,99.50123,11.4
1492,PAN,2014.0,28.528488,8.2962982,9.0,49.436279,3.5,,77.76557135,77.51545,0.0
1493,CHL,1998.0,19.085419,6.9248751,7.8,,,,,,0.0
1494,IRQ,2018.0,38.184744,18.922591,,50.262516,,,73.06286041,96.99974,0.9
1495,VUT,2008.0,17.725441,11.309239,10.7,11.500347,,,65.68985149,53.9188,86.9
1496,EUR,1998.0,15.928087,6.6879563,7.0,,,,,,5.34
1497,STP,2006.0,9.4509244,7.2684199,5.0,17.882153,,,66.784757,27.88093,99.4
1498,PAN,2016.0,30.384517,8.4847271,,51.537312,2.2,,78.24463546,79.83759,0.0
1499,SOM,1990.0,3.1164505,4.8924875,2.9,,,,,,99.8
1500,AND,2011.0,16.548447,8.6525641,8.8,31.382435,,,,100.0,0.0
1501,LTU,1991.0,20.016515,6.4544104,8.2,,,,,,0.0
1502,MNE,2008.0,13.667241,8.5136488,8.0,20.277225,0.2,,75.02700903,91.71584,35.8
1503,VUT,2014.0,18.907145,14.924151,13.1,9.1869249,,,66.71134263,50.96489,86.6
1504,SAU,1996.0,23.627122,18.001857,8.3,,,,,,0.0
1505,LAO,2003.0,2.8569724,4.6114877,4.6,16.290237,,,60.19558269,37.31721,98.3
1506,ITA,2011.0,15.974298,9.0765379,8.1,42.27401,1.2,,81.82897949,99.88569,0.0
1507,ARG,2014.0,27.906281,10.19335,10.2,36.323486,0.7,,76.51452536,94.02112,0.3
1508,JOR,2005.0,33.19214,13.568044,10.2,27.035507,,,73.42688191,98.40641,0.1
1509,MNG,1991.0,7.7095494,5.2111052,5.1,,,,,,79.3
1510,VCT,1991.0,13.264436,6.1726935,5.2,,,,,,3.8
1511,PRK,2008.0,5.4516986,8.1313789,5.6,22.366823,,,69.79894796,76.61398,95.5
1512,ARE,1991.0,19.513397,12.517022,6.0,,,,,,0.0
1513,CHL,1997.0,18.328634,6.6141121,7.7,,,,,,0.0
1514,EST,2001.0,17.194013,5.9868019,8.1,12.493724,,,70.85470275,99.687,0.0
1515,NAM,2002.0,10.68914,6.662444,3.9,36.666725,,,51.74325949,28.78981,64.8
1516,LSO,2015.0,17.207177,5.1259071,,8.7268066,,,48.83813559,40.64731,60.9
1517,DMA,1994.0,13.798513,11.370678,6.6,,,,,,27.4
1518,DMA,2013.0,25.148785,21.380559,11.1,25.409082,,,,80.36642,10.9
1519,BHR,2007.0,28.990915,11.780682,7.5,33.904221,,,72.38722676,99.96804,0.0
1520,COD,2009.0,3.8563747,6.6482112,3.7,16.612509,,,56.80885819,19.88359,97.1
1521,NOR,2005.0,14.214672,6.5250456,6.6,33.030514,0.2,,80.05177352,98.06697,0.0
1522,FIN,2007.0,18.347058,7.2708681,7.5,20.49984,0.0,,79.26874907,99.44813,0.0
1523,GRC,2008.0,23.087688,10.263126,8.4,31.428486,0.5,,79.9292479,98.38447,0.0
1524,TJK,2017.0,20.435251,9.8952666,,33.078094,,,73.18915767,96.05746,18.8
1525,VNM,1994.0,0.23132416,4.0157132,3.2,,,,,,97.4
1526,NIC,1991.0,13.723156,4.8607364,4.7,,,,,,79.3
1527,WB_LMI,2003.0,5.7028756,9.9973343,6.1,23.307894,,,63.69823422,,
1528,ETH,2009.0,1.2205159,4.8391618,3.4,11.684931,,,62.16370614,5.56531,98.1
1529,MEX,2011.0,28.64337,17.456,9.7,25.038042,,,75.42631561,85.64617,15.2
1530,TGO,2014.0,7.7969313,5.7483092,4.9,14.027887,,,61.08981314,15.54974,94.0
1531,NIC,2017.0,30.59198,11.329526,,36.910522,,,78.50836352,72.87482,46.4
1532,ETH,2002.0,0.7539398,4.8403185,2.9,13.613397,,,53.81305038,3.39684,99.0
1533,STP,2005.0,8.9878157,7.0468821,4.9,17.854561,,,66.27283192,26.5791,99.4
1534,LAO,2002.0,2.6962394,4.5829374,4.4,16.408216,33.8,,59.61142102,34.32828,98.5
1535,BGR,2014.0,18.220341,11.85504,10.3,27.369558,1.5,,74.40807537,85.97275,
1536,MKD,2019.0,25.776619,12.983356,,25.2213,,,76.14804901,97.87917,22.4
1537,PRI,2007.0,31.165549,20.544237,,35.983807,,,78.30688641,,0.0
1538,EST,1995.0,14.731649,5.2933235,7.8,,,,,,0.0
1539,GHA,2013.0,10.450875,5.460871,4.7,19.349007,,83.0,63.58672686,18.18926,81.2
1540,MHL,2008.0,40.520453,28.030661,18.5,33.445625,,,,86.27042,53.0
1541,SLV,1992.0,13.22342,5.0234556,5.5,,,,,,61.9
1542,ASM,2017.0,73.785073,31.262392,,,,,,,
1543,SEAR,2006.0,3.176425,11.461451,6.6,25.244129,,,66.65395623,38.79741,73.39
1544,AFG,2000.0,4.2517096,9.8528825,5.6,22.208981,,,53.82332641,20.97092,93.8
1545,NRU,2014.0,67.833942,21.748844,28.9,38.172981,,,,65.85823,0.0
1546,PSE,2000.0,27.277911,10.981553,,41.826061,,,69.88946674,90.33991,
1547,EUR,2006.0,18.830323,7.8411013,7.8,25.315392,,,74.11279931,94.0927,3.52
1548,TLS,2012.0,1.1350038,3.7560377,3.9,21.447323,,,67.450997,47.40691,94.1
1549,CMR,1993.0,3.9957095,3.949422,3.1,,,,,,94.7
1550,LCA,1998.0,15.646787,8.3956927,6.8,,,,,,18.4
1551,SEN,1992.0,2.5474541,4.8670683,3.6,,,,,,79.1
1552,HRV,2003.0,16.987328,7.6756537,7.7,14.158623,,,74.86052687,98.08908,0.0
1553,USA,2005.0,32.184422,9.9201351,7.9,30.812117,,,77.38462128,99.87133,0.0
1554,TLS,2002.0,0.58705816,3.1151896,3.7,17.908604,,,63.92197693,35.22902,98.7
1555,SWE,2002.0,12.844685,5.3175375,6.7,27.552965,,,79.75650347,99.17742,0.0
1556,JPN,2009.0,3.5416134,8.5491933,9.8,35.157177,,,83.15818254,99.97599,0.0
1557,ASM,2019.0,74.367118,31.023991,,,,,,,
1558,EMR,2002.0,15.811633,10.690037,7.8,30.260277,,,65.88711487,60.01839,41.53
1559,BHR,1994.0,19.924913,9.1352761,6.3,,,,,,0.0
1560,PLW,2017.0,40.031931,19.851777,,27.375477,,,,97.7723,0.0
1561,DNK,2009.0,12.382816,3.908018,6.0,20.013752,0.5,,78.87762743,99.59723,0.0
1562,GRC,2003.0,20.549327,9.3015142,8.0,29.758492,0.5,,79.0919372,97.90874,0.0
1563,LUX,2008.0,18.05111,6.9608495,6.6,22.250582,0.0,,80.56515483,97.65313,0.0
1564,CHE,2017.0,11.868332,5.7420537,,20.662268,,,83.13986197,99.89987,0.0
1565,BOL,1996.0,10.984147,6.5989837,4.6,,,,,,40.6
1566,BGD,2014.0,2.9545054,14.106272,8.0,20.520853,,,72.77669075,47.09554,83.2
1567,DOM,1997.0,12.235302,5.2864239,5.2,,,,,,21.4
1568,MMR,1994.0,2.3863902,5.7821471,3.6,,,,,,99.5
1569,BEL,1995.0,13.199306,4.6637245,6.7,,,,,,0.0
1570,KHM,2010.0,1.9509315,4.0469564,5.2,13.274749,,,66.7359551,38.02617,88.3
1571,ARG,2011.0,25.475958,9.719152,9.7,35.652321,0.9,,75.94927296,92.77075,0.6
1572,AFG,2018.0,15.25583,17.482814,,30.885082,,,60.48797975,49.23414,68.3
1573,PAK,2016.0,16.423303,19.927387,,39.875774,,,66.05197225,60.18517,56.6
1574,DNK,1995.0,9.1444254,3.7201133,5.8,,,,,,0.0
1575,FIN,2014.0,19.67781,8.8565923,7.7,14.529493,0.0,,80.86537331,99.44799,0.0
1576,GUY,2009.0,19.527631,14.821853,7.3,29.42869,,,66.08669636,83.10627,0.0
1577,BDI,1990.0,0.88639874,4.2162228,1.2,,,,,,99.5
1578,HRV,2001.0,15.816742,7.3205195,7.5,13.094953,,,75.00312259,98.46868,0.0
1579,PHL,2009.0,5.0695762,5.2795973,5.3,24.299387,10.7,,69.39723001,69.95698,60.0
1580,AMR,2020.0,32.446858,13.863899,,34.915737,,,75.0691549,92.41602,7.32
1581,DOM,2021.0,28.586972,16.404091,,36.549259,,,73.32102758,88.19322,7.3
1582,WB_HI,2017.0,24.078991,11.157276,,32.155704,,,80.58823029,,
1583,AUT,2018.0,14.767757,7.3349454,,21.862,,,81.42361625,99.97281,0.0
1584,UZB,2012.0,21.047696,9.2238374,7.9,18.669035,,,67.64432032,95.0891,14.8
1585,ARG,2022.0,35.355195,11.577818,,38.50597,,,,,0.1
1586,TZA,2009.0,6.3592143,5.3895529,3.9,8.5603752,,,61.03787589,17.31962,98.8
1587,ZAF,1997.0,20.919065,10.337517,6.2,,,,,,48.6
1588,DMA,2021.0,30.626947,25.096387,,29.922195,,,,,12.9
1589,ROU,1996.0,9.7705573,3.7383519,6.1,,,,,,0.0
1590,TTO,2001.0,20.474772,15.270419,6.7,36.632454,,,70.55567603,90.29626,0.0
1591,BLZ,1999.0,24.727343,7.6640598,7.0,,,,,,21.3
1592,NGA,2004.0,6.1455276,5.532515,3.5,21.010914,,,56.18946769,30.05326,99.1
1593,CIV,2011.0,7.9324253,6.2484853,4.8,21.979378,,,57.55420401,28.33161,80.6
1594,VUT,2022.0,21.280643,20.3218,,7.5170069,,,,46.71493,80.7
1595,CRI,2016.0,27.456599,19.685322,,47.619335,1.3,,80.11048492,97.27468,5.3
1596,CZE,2000.0,19.182809,6.7840688,8.0,24.151924,,,75.0301441,99.11295,0.0
1597,ZMB,2009.0,5.9425812,4.8184369,3.8,15.934892,,,56.61649649,27.59351,83.8
1598,PNG,2011.0,16.529809,17.505573,10.6,14.387795,,,65.03278821,18.67508,92.0
1599,MKD,2020.0,26.344883,13.590173,,25.501505,,,74.37069175,98.42777,21.1
1600,MLI,2008.0,6.4251438,4.4665799,4.3,34.704216,,,57.78455925,26.5889,99.1
1601,CIV,2008.0,7.1565531,5.6882951,4.5,22.926989,29.1,,56.57054792,26.04116,82.8
1602,TUR,2018.0,31.916896,15.104331,,43.528091,,,77.55827507,98.14569,4.8
1603,AUT,2002.0,12.545799,6.5297514,5.6,31.901062,,,78.70354232,100.0,0.0
1604,BWA,2020.0,17.458647,6.8115361,,22.668541,,,65.16840503,80.02624,34.9
1605,MLI,2016.0,8.8515341,5.3208932,,31.507263,,,60.63666584,39.56138,99.0
1606,PYF,2019.0,46.482417,17.233415,,,,,,,
1607,SVK,1998.0,14.566018,5.8324929,6.3,,,,,,0.0
1608,SGP,1998.0,4.4930987,10.638058,8.2,,,,,,0.0
1609,KNA,2011.0,38.01975,16.052194,13.5,36.947227,,,,93.64548,0.0
1610,LKA,2019.0,8.8870585,23.390761,,34.247028,,,77.45083261,92.48794,69.0
1611,EGY,2006.0,32.892901,13.30279,12.5,31.468872,,,69.56785371,93.11509,3.0
1612,KGZ,2021.0,25.950333,10.789411,,19.637556,,,72.18500345,97.87836,21.1
1613,TUN,2021.0,26.339301,16.464292,,32.834263,,,74.06842662,97.43598,0.1
1614,BHS,1993.0,21.698837,8.1542723,7.2,,,,,,0.0
1615,COG,1992.0,3.2436091,6.6487014,3.6,,,,,,95.6
1616,HUN,1999.0,17.387116,8.3624877,7.9,,,,,,0.0
1617,EGY,1998.0,26.018322,10.340573,10.0,,,,,,27.7
1618,AFR,1991.0,3.750183,5.0217152,2.9,,,,,,88.24
1619,CHE,2020.0,11.990971,6.1160199,,19.6283,,,82.73602492,99.89987,0.0
1620,NRU,2008.0,66.523409,22.972448,27.7,40.699379,,,,65.7106,0.0
1621,ETH,2004.0,0.8710796,4.9034957,3.1,13.024829,37.2,,55.83373985,4.00925,98.9
1622,DOM,2014.0,23.619692,12.421823,9.3,33.336456,2.1,,73.26353439,84.64707,11.2
1623,VEN,2016.0,22.940819,10.757799,,43.437027,,,72.39034431,95.12383,4.2
1624,DNK,2015.0,12.678646,3.6458455,,15.914522,0.2,,80.59412958,99.59723,0.0
1625,COL,2006.0,14.785834,7.6208808,6.6,28.170326,,,74.69666325,80.78096,17.5
1626,ETH,2006.0,1.0017272,4.9035586,3.2,12.468614,,,58.32029564,4.61983,98.7
1627,CPV,1999.0,6.256111,7.1151145,4.7,,,,,,38.1
1628,TUN,2006.0,19.276462,9.777084,9.2,25.336903,,,75.57522085,82.58657,1.9
1629,MLI,2002.0,4.2555969,4.2576589,3.7,36.445778,,,54.16297861,18.01213,99.2
1630,TON,1995.0,50.731975,14.753859,13.0,,,,,,78.0
1631,GUY,2001.0,14.769129,10.562156,6.0,26.69808,,,64.66515946,78.63059,0.0
1632,BLR,2015.0,21.156007,7.6194808,,15.218597,0.0,,73.73950531,97.40946,0.5
1633,GIN,2009.0,5.1233921,5.7574756,4.2,18.139898,,,57.8555884,16.841,99.2
1634,BEN,2014.0,8.595629,6.4282715,5.1,17.144867,,,62.37267295,15.58946,94.9
